PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
31281582,SOX2,TF,Stem cell,Normal cell,Embryo,low-throughput,Microscopic observation,Potential Effect of SOX2 on the Cell Cycle of Wharton's Jelly Stem Cells (WJSCs),"SOX2 on the expression of the CCND1 and CDK4 gene.he protein product of the SOX2 gene controls the cell cycle by interacting with cyclin D (directly and indirectly) and cycle inhibitors-p21 and p27, as well as two E2f3 protein isoforms",CCND1;CDK4,CL_0000034
31294776,FOS,TF,Syncytiotrophoblast cell,Normal cell,Embryo,low-throughput + high-throughput,PCR;Sequencing technique,Human Trophoblast Differentiation Is Associated With Profound Gene Regulatory and Epigenetic Changes,Associated with the syncytial trophoblast,NR4A1;NR4A2,
31306558,SOX10,TF,Premelanosome cell,Normal cell,Skin,low-throughput + high-throughput,qRT-PCR;Sequencing technique,Identification of pathogenic genes and transcription factorsin vitiligo,"PMEL,MLANA,DCT,SOX10,TYRP1,and MC1R play a role in vitiligo, among which TYRP1 and MC1R are regulated by forkhead box J2 (FOXJ2).",TYRP1;MLANA;PMEL;DCT;MC1R,
31306558,FOXJ2,TF,Premelanosome cell,Normal cell,Skin,low-throughput + high-throughput,qRT-PCR;Sequencing technique,Identification of pathogenic genes and transcription factorsin vitiligo,"PMEL,MLANA,DCT,SOX10,TYRP1,and MC1R play a role in vitiligo, among which TYRP1 and MC1R are regulated by forkhead box J2 (FOXJ2).",TYRP1;MC1R,
31311938,TGFB1,TF,Liver cell,Normal cell,Liver,low-throughput + high-throughput,Western blot;Immunohistochemistry;RNA-seq;RT-PCR;qPCR;ChIP;ChIP-seq;ChIP-PCR;Bioinformatic analysis;Mass Spectrometry,Defective HNF4alpha-dependent gene expression as a driver of hepatocellular failure in alcoholic hepatitis,Targeting TGFβ1 and epigenetic drivers that modulate HNF4α-dependent gene expression could be beneficial to improve hepatocellular function in patients with AH,HNF4A,CL_0000182
31524257,HNF1A,TF,β cell,Normal cell,Pancreas,low-throughput,RT‑qPCR;RT-PCR,Identification of core genes and pathways in type 2 diabetes mellitus by bioinformatics analysis,"Hepatocyte nuclear factor 1-alpha (HNF1A), signal transducer and activator of transcription 3 (STAT3) and glucocorticoid receptor (GR) were key transcription factors in T2dM.",SERPING1;ANPEP,CL_0000169
31524257,STAT3,TF,β cell,Normal cell,Pancreas,low-throughput,RT‑qPCR;RT-PCR,Identification of core genes and pathways in type 2 diabetes mellitus by bioinformatics analysis,"Hepatocyte nuclear factor 1-alpha (HNF1A), signal transducer and activator of transcription 3 (STAT3) and glucocorticoid receptor (GR) were key transcription factors in T2dM.",SERPING1;ANPEP,CL_0000169
31524257,NR3C1,TF,β cell,Normal cell,Pancreas,low-throughput,RT‑qPCR;RT-PCR,Identification of core genes and pathways in type 2 diabetes mellitus by bioinformatics analysis,"Hepatocyte nuclear factor 1-alpha (HNF1A), signal transducer and activator of transcription 3 (STAT3) and glucocorticoid receptor (GR) were key transcription factors in T2dM.",SERPING1;ANPEP,CL_0000169
31530804,EGR1,TF,Muscle cell,Normal cell,Muscle,low-throughput + high-throughput,Weston blot;PCR;Sequencing technique;Immunofluorescence staining,Neural JNK3 regulates bloodflow recovery afterhindlimb ischemia in mice via an Egr1/Creb1 axis,"JNK3 deficiency leads to upregulation ofgrowth factors such asVegfa,Pdgfb,Pgf,HbegfandTgfb3in ischemic muscle by activation ofthe transcription factors Egr1/Creb1.",FOXO3,CL_0000187
31530804,CREB1,TF,Muscle cell,Normal cell,Muscle,low-throughput + high-throughput,Weston blot;PCR;Sequencing technique;Immunofluorescence staining,Neural JNK3 regulates bloodflow recovery afterhindlimb ischemia in mice via an Egr1/Creb1 axis,"JNK3 deficiency leads to upregulation ofgrowth factors such asVegfa,Pdgfb,Pgf,HbegfandTgfb3in ischemic muscle by activation ofthe transcription factors Egr1/Creb1.",FOXO3,CL_0000187
31530804,VEGFA,TF,Muscle cell,Normal cell,Muscle,low-throughput + high-throughput,Weston blot;PCR;Sequencing technique;Immunofluorescence staining,Neural JNK3 regulates bloodflow recovery afterhindlimb ischemia in mice via an Egr1/Creb1 axis,"JNK3 deficiency leads to upregulation ofgrowth factors such asVegfa,Pdgfb,Pgf,HbegfandTgfb3in ischemic muscle by activation ofthe transcription factors Egr1/Creb1.",FOXO3,CL_0000187
31535361,REST,TF,Nerve cell,Normal cell,Nerve,low-throughput + high-throughput,PCR;Bioinformatic prediction;Immunocytochemistry;,Dual modulation of neuron-specific microRNAs and the REST complex promotes functional maturation of human adult induced neurons,The REST complex promotes functional maturation of human adult induced neurons.,POU3F2,CL_0002319
31536749,RARA,TF,Epithelial cell,Normal cell,Lung,low-throughput,Western blot;PCR;Immuncytochemistry,Retinoic acid signalling adjusts tight junction permeability in response to air-liquid interface conditions,Activation of RARA results in an inhibition of c-FOS / c-JUN dependent CLDN1 promoter activation and increased TJ permeability.,CLDN1;FOS,CL_0000066
31560727,MSGN1,TF,Progenitor cell,Normal cell,Skeletal muscle,high-throughput,Sequencing technique,"Gene expression profiling of skeletal myogenesis in human embryonic stem cells reveals a potential cascade of transcription factors regulating stages of myogenesis, including quiescent/activated satellite cell-like gene expression","MSGN1 and TGFB-superfamily genes, notably NODAL, resulting in enhanced paraxial mesoderm and reduced ectoderm/neuronal gene expression.",TGFB1,
31560727,NODAL,TF,Progenitor cell,Normal cell,Skeletal muscle,high-throughput,Sequencing technique,"Gene expression profiling of skeletal myogenesis in human embryonic stem cells reveals a potential cascade of transcription factors regulating stages of myogenesis, including quiescent/activated satellite cell-like gene expression","MSGN1 and TGFB-superfamily genes, notably NODAL, resulting in enhanced paraxial mesoderm and reduced ectoderm/neuronal gene expression.",PAX7;TGFB1,
31563432,TGFB1,TF,Myoblast cell,Normal cell,Muscle,low-throughput + high-throughput,ChIP-seq;ChIP-qPCR;Immunofluorescent staining;PCR,Mediator Condensates Localize SignalingFactors to Key Cell Identity Genes,"Here, we present evidence that signaling factors for the WNT, TGF-β, and JAK/STAT pathways use their intrinsically disordered regions (IDRs) to enter and concentrate in Mediator condensates at super-enhancers. ",,CL_0000056
31566109,LEF1,TF,Blood cell,Normal cell,Lung,high-throughput,RNA-seq,Global transcriptional regulation of STAT3- and MYC-mediated sepsis-induced ARDS,"MYC, STAT3, LEF1 and BRCA1 are transcription factors (TFs) that regulate sepsis - induced acute respiratory distress syndrome (ARDS).",STAT3;BRCA1;MYC,
31566109,BRCA1,TF,Blood cell,Normal cell,Lung,high-throughput,RNA-seq,Global transcriptional regulation of STAT3- and MYC-mediated sepsis-induced ARDS,"MYC, STAT3, LEF1 and BRCA1 are transcription factors (TFs) that regulate sepsis - induced acute respiratory distress syndrome (ARDS).",STAT3;LEF1;MYC,
31570707,XBP1,TF,Nerve cell,Normal cell,Brain,low-throughput,Western blot;PCR;Immunohistochemistry,Constitutive XBP-1s-mediated activation of the endoplasmic reticulum unfolded protein response protects against pathological tau,"Loss of function of XBP-1 and ATF6 genes, the two main UPRER transcription factors, exacerbates tau toxicity",MAPT;ATF6,CL_0002319
31570707,ATF6,TF,Nerve cell,Normal cell,Brain,low-throughput,Western blot;PCR;Immunohistochemistry,Constitutive XBP-2s-mediated activation of the endoplasmic reticulum unfolded protein response protects against pathological tau,"Loss of function of XBP-1 and ATF6 genes, the two main UPRER transcription factors, exacerbates tau toxicity",MAPT;XBP1,CL_0002319
31578290,IRF7,TF,Bone marrow cell,Normal cell,Bone marrow,low-throughput,RT-PCR,Macromolecular synthesis shutoff resistance by myeloid cells is critical to IRF7-dependent systemic interferon α/β induction after alphavirus infection,IRF7 transcription factor plays a key role in the induction of IFN-α/β in Myeloid cells,IFNB1,
31582725,HIPK2,TF,Epithelial cell,Normal cell,Lung,low-throughput,PCR;Western blot;Immunohistochemistry,Double knock-out of Hmga1 and Hipk2 genes causes perinatal death associated to respiratory distress and thyroid abnormalities in mice,"HIPK2 plays an important role in determining neonatal survival, lung maturation, and thyroid development",HMGA1;FOXE1;PAX8,CL_0000066
31582725,HMGA1,TF,Epithelial cell,Normal cell,Lung,low-throughput,PCR;Western blot;Immunohistochemistry,Double knock-out of Hmga1 and Hipk2 genes causes perinatal death associated to respiratory distress and thyroid abnormalities in mice,"HMGA1 controls a wide spectrum of cell functions, including cell proliferation and survival genomic stability and autophagy",FOXE1;PAX8;HIPK2,CL_0000066
31583048,TLR4,TF,Endothelial cell,Normal cell,Umbilical vein,low-throughput,Western blot;Immunofluorescent staining;Immunohistochemistry,Resveratrol Inhibits MMP3 and MMP9 Expression and Secretion by Suppressing TLR4/NF-κB/STAT3 Activation in Ox-LDL-Treated HUVECs,Transcription factor TLR4 can inhibit the expression and secretion of MMP3 and MMP9 in human umbilical vein endothelial cells,MMP9;MMP3,CL_0000115
31601652,TGFB1,TF,Cartilage cell,Normal cell,Bone,low-throughput,PCR;Western blot;Immunohistochemistry;RT-PCR,FOXO1 transcription factor regulates chondrogenic differentiation through transforming growth factor β1 signaling,"Transforming growth factor β1 (TGFβ1) promotes FOXO1、FOXO3、FOXO4 expression and activity, TGFβ1 is a growth factor that plays a key role in chondrogenic differentiation",SOX9;FOXO3;FOXO1;FOXO4,CL_0000138
31603626,NFATC1,TF,Osteoblast cell,Normal cell,Bone,low-throughput,PCR;Western blot;Immunohistochemistry,Astilbin prevents bone loss in ovariectomized mice through the inhibition of RANKL‐induced osteoclastogenesis,Two transcription factors necessary for osteoclast formation (NFATC1 and C-FOS) can inhibit the expression of bone resorption-related genes and proteins ACP5 and CTSK,CTSK;ACP5,CL_0000062
31603626,FOS,TF,Osteoblast cell,Normal cell,Bone,low-throughput,PCR;Western blot;Immunohistochemistry,Astilbin prevents bone loss in ovariectomized mice through the inhibition of RANKL‐induced osteoclastogenesis,Two transcription factors necessary for osteoclast formation (NFATC1 and C-FOS) can inhibit the expression of bone resorption-related genes and proteins ACP5 and CTSK,CTSK;ACP5,CL_0000062
31607563,PAUPAR,TF,Pancreas cell,Normal cell,Pancreas,low-throughput + high-throughput,PCR;Immunohistochemistry;Flow cytometry;Immunofluorescent staining;RNA-seq,The Long Noncoding RNA Paupar Modulates PAX6 Regulatory Activities to Promote Alpha Cell Development and Function,The transcription factor PAUPAR regulates the regulatory activity of PAX6 in the pancreas,PAX6,
31615122,SOCS3,TF,Endothelial cell,Normal cell,Blood vessel,low-throughput + high-throughput,Western blot;PCR;RNA-SEQ;ChIP-SEQ,Genome-Wide Mapping Defines a Role for C/EBPβ and c-Jun in Non-Canonical Cyclic AMP Signalling,The expression of SOCS3 gene can promote the expression of interleukin-6 (IL6) in human umbilical vein endothelial cells (HUVECs),IL6,CL_0000115
31619788,FOXO1,TF,Nerve cell,Normal cell,Brain,low-throughput + high-throughput,DNA-seq;Immunofluorescent staining;RNA-seq;qPCR;qRT-PCR,Regulation of lifespan by neural excitation and REST,FOXO1 is a transcription factor that activates neural arousal and is associated with longevity,REST,CL_0002319
31629804,KLF5,TF,Peripheral blood basophils cell,Normal cell,Blood,low-throughput + high-throughput,ATAC-seq;qPCR;Flow cytometry,Identifying Regulatory Pathways of SYK Expression in Human Basophils,"Transcription factors, KLF5, ZNF608 and c-MAF were identified as potential repressor elements in the low expression of SYK in peripheral blood basophils",SYK,
31629804,ZNF608,TF,Peripheral blood basophils cell,Normal cell,Blood,low-throughput + high-throughput,ATAC-seq;qPCR;Flow cytometry,Identifying Regulatory Pathways of SYK Expression in Human Basophils,"Transcription factors, KLF5, ZNF608 and c-MAF were identified as potential repressor elements in the low expression of SYK in peripheral blood basophils",SYK,
31629804,MAF,TF,Peripheral blood basophils cell,Normal cell,Blood,low-throughput + high-throughput,ATAC-seq;qPCR;Flow cytometry,Identifying Regulatory Pathways of SYK Expression in Human Basophils,"Transcription factors, KLF5, ZNF608 and c-MAF were identified as potential repressor elements in the low expression of SYK in peripheral blood basophils",SYK,
31630084,STAT3,TF,T cell,Normal cell,Lung,low-throughput,qRT-PCR,"Serum and sputum levels of IL-17, IL-21, TNFα and mRNA expression of IL-17 in sulfur mustard lung tissue with long term pulmonary complications (28 years after sulfur mustard exposure)","Mutations in the transcription factors STAT3 and CCL20 reduced the mRNA expression of IL-21, TNF-α and IL-17 in serum and sputum, and IL-17 was significantly reduced",IL22;TNF;IL17A;IL21,CL_0000084
31630084,CCL20,TF,T cell,Normal cell,Lung,low-throughput,qRT-PCR,"Serum and sputum levels of IL-17, IL-21, TNFα and mRNA expression of IL-17 in sulfur mustard lung tissue with long term pulmonary complications (28 years after sulfur mustard exposure)","Mutations in the transcription factors STAT3 and CCL20 reduced the mRNA expression of IL-21, TNF-α and IL-17 in serum and sputum, and IL-17 was significantly reduced",IL22;TNF;IL17A;IL21,CL_0000084
31630787,FOXJ1,TF,Epithelial cell,Normal cell,Brain,low-throughput,Immunohistochemistry;Immunofluorescent staining,De Novo Mutations in FOXJ1 Result in a Motile Ciliopathy with Hydrocephalus and Randomization of Left/Right Body Asymmetry,"Mutations in FOXJ1 result in a form of motor ciliosis characterized by internal hydrocephalus, chronic and destructive airway disease, and randomized left/right body asymmetry.",PTK2,CL_0000066
31638828,MRTFA,TF,Nucleus pulposus cell,Normal cell,Cartilage,low-throughput,Immunocytochemistry;PCR;Immunofluorescent staining,Mechanosensitive transcriptional coactivators MRTF-A and YAP/TAZ regulate nucleus pulposus cell phenotype through cell shape,"Myocardial associated transcription factor (MRTF)-A, A coactivator of serum response factor (SRF), promotes fibroblastoid behavior in many cells",YAP1;TAZ,CL_0002564
31639155,CREB1,TF,Ehec infected cell,Normal cell,Colon,low-throughput,PCR;Western Blot;RT-qPCR,Enterohemorrhagic Escherichia coli infection inhibits colonic thiamin pyrophosphate uptake via transcriptional mechanism,"Two transcription factors, CREB-1 and ELF3, are known to drive the activity of the SLC44A4 promoter",SLC44A4,
31639155,ELF3,TF,Ehec infected cell,Normal cell,Colon,low-throughput,PCR;Western Blot;RT-qPCR,Enterohemorrhagic Escherichia coli infection inhibits colonic thiamin pyrophosphate uptake via transcriptional mechanism,"Two transcription factors, CREB-1 and ELF3, are known to drive the activity of the SLC44A4 promoter",SLC44A4,
31644995,POU5F1,TF,Stem cell,Normal cell,Embryo,low-throughput,Immunofluorescence staining;PCR,Generation of three iPSC lines from fibroblasts of a patient with Aicardi Goutières Syndrome mutated in TREX1,"OCT4, SOX2, c-Myc and KLF4 are transcription factors that regulate the expression of the pluripotent marker TREX1",TREX1,CL_0000034
